ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.13,13.69,56.54,549.0,533.17,116.0,38.0,96.0,Lettuce
6.36,24.42,56.86,98.0,532.11,117.0,33.0,84.0,Lettuce
6.78,19.13,56.05,348.0,577.36,109.0,27.0,95.0,Lettuce
6.22,12.48,46.61,1375.0,602.51,120.0,40.0,94.0,Lettuce
6.01,13.92,56.04,820.0,503.92,98.0,37.0,115.0,Lettuce
6.7,22.48,48.48,122.0,583.21,115.0,38.0,104.0,Lettuce
6.87,16.42,43.57,757.0,548.54,94.0,22.0,105.0,Lettuce
6.37,22.13,59.28,357.0,583.4,110.0,28.0,92.0,Lettuce
6.93,19.64,54.67,1381.0,552.84,110.0,27.0,91.0,Lettuce
6.63,15.09,46.01,168.0,694.77,106.0,29.0,84.0,Lettuce
6.82,22.37,52.21,608.0,658.61,107.0,25.0,101.0,Lettuce
6.47,15.46,41.0,855.0,621.3,112.0,37.0,99.0,Lettuce
6.75,23.14,56.07,1147.0,644.82,118.0,40.0,95.0,Lettuce
6.74,23.22,40.55,954.0,586.15,98.0,23.0,110.0,Lettuce
6.48,11.22,56.21,1080.0,620.89,119.0,28.0,104.0,Lettuce
6.46,17.41,46.12,1390.0,649.77,116.0,38.0,103.0,Lettuce
6.37,22.13,59.28,357.0,583.4,110.0,28.0,92.0,Lettuce
6.33,23.43,54.9,1176.0,508.84,99.0,36.0,103.0,Lettuce
6.81,19.83,58.64,282.0,569.91,87.0,33.0,95.0,Lettuce
6.24,10.98,51.52,563.0,685.38,107.0,20.0,92.0,Lettuce
6.7,13.88,44.86,1484.0,590.01,86.0,28.0,96.0,Lettuce
6.7,11.01,52.02,198.0,504.5,110.0,37.0,85.0,Lettuce
6.63,23.41,58.45,539.0,615.44,96.0,31.0,92.0,Lettuce
6.31,16.39,42.21,629.0,668.27,85.0,38.0,87.0,Lettuce
6.12,12.42,55.24,1164.0,538.71,82.0,23.0,85.0,Lettuce
6.37,21.08,58.75,465.0,680.63,103.0,25.0,93.0,Lettuce
6.9,15.92,47.51,178.0,505.28,104.0,31.0,97.0,Lettuce
6.66,14.24,41.08,792.0,601.12,119.0,23.0,90.0,Lettuce
6.36,15.08,51.2,407.0,521.26,98.0,31.0,80.0,Lettuce
6.39,24.16,44.47,147.0,544.46,95.0,29.0,116.0,Lettuce
6.12,13.73,46.7,116.0,520.39,91.0,37.0,89.0,Lettuce
6.99,21.17,42.58,561.0,609.53,82.0,39.0,107.0,Lettuce
6.02,11.77,46.4,1281.0,633.7,98.0,22.0,120.0,Lettuce
6.82,22.37,52.21,608.0,658.61,107.0,25.0,101.0,Lettuce
6.47,16.08,56.38,1357.0,636.7,108.0,29.0,85.0,Lettuce
6.51,14.46,42.89,638.0,556.56,113.0,36.0,105.0,Lettuce
6.23,22.5,45.49,223.0,617.47,94.0,22.0,106.0,Lettuce
6.5,23.2,56.58,599.0,531.55,106.0,30.0,104.0,Lettuce
6.38,12.8,56.85,1187.0,682.52,101.0,23.0,116.0,Lettuce
6.26,14.67,40.59,227.0,664.54,107.0,26.0,99.0,Lettuce
6.46,17.41,46.12,1390.0,649.77,116.0,38.0,103.0,Lettuce
6.23,20.97,53.38,892.0,610.1,110.0,37.0,102.0,Lettuce
6.09,19.65,54.86,1393.0,618.9,91.0,32.0,97.0,Lettuce
6.67,10.84,40.25,1025.0,660.74,114.0,37.0,104.0,Lettuce
6.98,16.59,58.87,1114.0,668.52,80.0,23.0,116.0,Lettuce
6.29,12.92,48.21,1195.0,586.42,81.0,39.0,109.0,Lettuce
6.17,16.95,58.77,350.0,526.87,114.0,31.0,86.0,Lettuce
6.75,18.3,56.76,1231.0,545.11,83.0,25.0,89.0,Lettuce
6.8,16.14,46.38,448.0,607.06,118.0,22.0,102.0,Lettuce
6.93,19.64,54.67,1381.0,552.84,110.0,27.0,91.0,Lettuce
6.78,19.13,56.05,348.0,577.36,109.0,27.0,95.0,Lettuce
6.52,24.96,49.61,258.0,635.05,117.0,34.0,107.0,Lettuce
6.33,23.43,54.9,1176.0,508.84,99.0,36.0,103.0,Lettuce
6.25,19.72,54.57,589.0,510.84,85.0,32.0,97.0,Lettuce
6.12,11.65,49.76,744.0,524.32,99.0,20.0,98.0,Lettuce
6.07,12.14,56.35,599.0,667.14,106.0,27.0,98.0,Lettuce
6.22,19.89,52.04,1248.0,685.64,107.0,36.0,80.0,Lettuce
6.44,16.29,44.14,1077.0,691.2,105.0,37.0,106.0,Lettuce
6.46,22.42,56.38,523.0,533.96,96.0,38.0,99.0,Lettuce
6.74,23.15,56.34,74.0,521.4,100.0,26.0,86.0,Lettuce
6.52,18.49,56.13,1078.0,520.67,112.0,26.0,97.0,Lettuce
6.8,16.96,44.39,905.0,620.98,108.0,38.0,90.0,Lettuce
6.04,15.57,56.56,1371.0,626.44,112.0,32.0,89.0,Lettuce
6.84,11.0,44.57,808.0,653.52,84.0,34.0,120.0,Lettuce
6.19,20.62,54.53,475.0,598.45,99.0,21.0,100.0,Lettuce
6.54,18.45,48.61,561.0,623.32,108.0,31.0,113.0,Lettuce
6.2,18.23,54.47,398.0,622.23,81.0,36.0,83.0,Lettuce
6.51,19.24,57.99,1406.0,519.59,116.0,25.0,99.0,Lettuce
6.66,14.24,41.08,792.0,601.12,119.0,23.0,90.0,Lettuce
6.59,22.69,42.83,1244.0,575.2,117.0,35.0,84.0,Lettuce
6.46,22.42,56.38,523.0,533.96,96.0,38.0,99.0,Lettuce
6.63,15.09,46.01,168.0,694.77,106.0,29.0,84.0,Lettuce
6.46,22.68,57.93,693.0,649.68,103.0,22.0,110.0,Lettuce
6.37,21.08,58.75,465.0,680.63,103.0,25.0,93.0,Lettuce
6.35,20.34,40.06,94.0,538.76,106.0,34.0,120.0,Lettuce
6.24,10.98,51.52,563.0,685.38,107.0,20.0,92.0,Lettuce
6.69,20.24,44.79,1496.0,545.2,95.0,25.0,115.0,Lettuce
6.85,19.04,52.94,893.0,583.14,112.0,39.0,80.0,Lettuce
6.84,12.4,53.89,259.0,581.19,104.0,27.0,93.0,Lettuce
6.11,12.88,40.32,895.0,542.5,93.0,26.0,100.0,Lettuce
6.55,16.82,54.41,1349.0,500.2,114.0,22.0,116.0,Lettuce
6.08,18.55,55.24,492.0,653.9,113.0,21.0,94.0,Lettuce
6.66,14.6,51.11,686.0,693.53,80.0,33.0,97.0,Lettuce
6.34,24.38,41.73,282.0,605.77,80.0,24.0,111.0,Lettuce
6.51,19.24,57.99,1406.0,519.59,116.0,25.0,99.0,Lettuce
6.72,20.05,48.91,1412.0,670.34,89.0,27.0,109.0,Lettuce
6.22,12.48,46.61,1375.0,602.51,120.0,40.0,94.0,Lettuce
6.01,13.92,56.04,820.0,503.92,98.0,37.0,115.0,Lettuce
6.34,14.16,47.18,486.0,574.31,117.0,25.0,118.0,Lettuce
6.51,11.47,44.58,1058.0,577.39,108.0,30.0,81.0,Lettuce
6.91,14.38,41.57,336.0,621.06,105.0,34.0,99.0,Lettuce
6.31,23.36,43.25,158.0,569.73,96.0,40.0,117.0,Lettuce
6.42,20.22,43.85,479.0,615.29,113.0,25.0,105.0,Lettuce
6.21,15.2,44.84,208.0,586.87,106.0,29.0,113.0,Lettuce
6.41,20.24,40.92,685.0,518.6,117.0,29.0,92.0,Lettuce
6.64,15.47,59.33,1324.0,624.31,120.0,27.0,86.0,Lettuce
6.84,11.0,44.57,808.0,653.52,84.0,34.0,120.0,Lettuce
6.57,22.06,49.75,330.0,620.56,92.0,27.0,118.0,Lettuce
6.47,16.08,56.38,1357.0,636.7,108.0,29.0,85.0,Lettuce
6.76,12.29,49.4,828.0,621.67,117.0,32.0,103.0,Lettuce
6.88,12.82,52.49,670.0,603.57,97.0,29.0,103.0,Lettuce
6.34,11.42,54.2,784.0,612.48,96.0,35.0,118.0,Lettuce
6.36,24.42,56.86,98.0,532.11,117.0,33.0,84.0,Lettuce
6.1,14.19,41.18,1034.0,646.14,103.0,27.0,89.0,Lettuce
6.97,10.23,50.36,312.0,574.21,106.0,31.0,105.0,Lettuce
6.3,19.61,59.1,1379.0,659.5,92.0,32.0,82.0,Lettuce
6.31,18.97,43.5,1136.0,542.82,99.0,32.0,114.0,Lettuce
6.39,19.29,40.56,360.0,508.07,95.0,31.0,120.0,Lettuce
6.74,21.8,48.23,792.0,667.69,101.0,24.0,87.0,Lettuce
6.86,13.82,53.26,901.0,578.86,118.0,35.0,115.0,Lettuce
6.77,18.48,51.54,83.0,680.98,107.0,25.0,119.0,Lettuce
6.64,18.07,40.71,1140.0,626.76,87.0,34.0,117.0,Lettuce
6.98,16.59,58.87,1114.0,668.52,80.0,23.0,116.0,Lettuce
6.78,21.16,53.36,916.0,526.95,86.0,24.0,120.0,Lettuce
6.35,20.34,40.06,94.0,538.76,106.0,34.0,120.0,Lettuce
6.52,24.39,58.31,990.0,650.93,97.0,39.0,88.0,Lettuce
6.24,14.85,41.52,237.0,550.64,118.0,31.0,115.0,Lettuce
6.55,24.4,41.4,461.0,660.27,81.0,32.0,111.0,Lettuce
6.31,18.97,43.5,1136.0,542.82,99.0,32.0,114.0,Lettuce
6.97,11.72,51.32,944.0,533.26,81.0,30.0,113.0,Lettuce
6.08,18.55,55.24,492.0,653.9,113.0,21.0,94.0,Lettuce
6.26,14.67,40.59,227.0,664.54,107.0,26.0,99.0,Lettuce
6.46,22.68,57.93,693.0,649.68,103.0,22.0,110.0,Lettuce
6.55,24.4,41.4,461.0,660.27,81.0,32.0,111.0,Lettuce
6.9,19.47,44.8,384.0,691.57,108.0,36.0,94.0,Lettuce
6.49,24.42,52.75,247.0,504.4,110.0,39.0,108.0,Lettuce
6.76,12.29,49.4,828.0,621.67,117.0,32.0,103.0,Lettuce
6.67,11.29,59.23,845.0,674.08,107.0,22.0,92.0,Lettuce
6.8,18.46,45.81,240.0,677.26,117.0,38.0,81.0,Lettuce
6.18,15.79,45.2,577.0,521.63,109.0,36.0,113.0,Lettuce
6.75,18.0,46.2,291.0,507.89,114.0,21.0,98.0,Lettuce
6.26,21.04,47.17,821.0,671.78,111.0,27.0,105.0,Lettuce
6.48,23.58,54.85,777.0,630.92,105.0,35.0,103.0,Lettuce
6.99,21.23,57.57,597.0,606.63,97.0,25.0,100.0,Lettuce
6.55,14.82,41.51,232.0,565.55,81.0,31.0,83.0,Lettuce
6.09,19.65,54.86,1393.0,618.9,91.0,32.0,97.0,Lettuce
6.72,23.76,53.03,743.0,576.79,111.0,31.0,101.0,Lettuce
6.68,15.33,59.01,745.0,604.63,84.0,36.0,81.0,Lettuce
6.51,24.2,57.76,516.0,596.88,101.0,23.0,111.0,Lettuce
6.06,22.28,43.31,1161.0,620.47,94.0,22.0,90.0,Lettuce
6.25,24.41,50.09,351.0,604.38,89.0,35.0,98.0,Lettuce
6.97,10.23,50.36,312.0,574.21,106.0,31.0,105.0,Lettuce
6.63,19.53,52.85,885.0,547.2,100.0,28.0,120.0,Lettuce
6.61,19.37,51.96,483.0,607.93,105.0,33.0,113.0,Lettuce
6.94,19.52,59.53,595.0,639.51,95.0,40.0,80.0,Lettuce
6.75,18.3,56.76,1231.0,545.11,83.0,25.0,89.0,Lettuce
6.59,21.82,46.03,1467.0,673.98,87.0,40.0,82.0,Lettuce
6.88,12.53,55.78,62.0,676.01,80.0,38.0,115.0,Lettuce
6.18,13.87,48.54,774.0,546.5,87.0,32.0,81.0,Lettuce
6.94,19.52,59.53,595.0,639.51,95.0,40.0,80.0,Lettuce
6.19,19.45,51.19,1441.0,596.33,118.0,36.0,104.0,Lettuce
6.39,20.93,46.35,1415.0,659.66,92.0,40.0,118.0,Lettuce
6.1,13.05,43.04,1207.0,612.84,119.0,20.0,94.0,Lettuce
6.59,18.46,52.94,1411.0,514.77,111.0,20.0,86.0,Lettuce
6.12,12.88,40.25,808.0,515.48,84.0,24.0,91.0,Lettuce
6.36,15.08,51.2,407.0,521.26,98.0,31.0,80.0,Lettuce
6.23,20.97,53.38,892.0,610.1,110.0,37.0,102.0,Lettuce
6.59,22.69,42.83,1244.0,575.2,117.0,35.0,84.0,Lettuce
6.68,15.33,59.01,745.0,604.63,84.0,36.0,81.0,Lettuce
6.3,19.61,59.1,1379.0,659.5,92.0,32.0,82.0,Lettuce
6.09,23.81,54.99,1463.0,547.92,113.0,20.0,84.0,Lettuce
6.77,16.92,42.86,963.0,598.32,103.0,30.0,96.0,Lettuce
6.56,14.94,49.55,1118.0,609.41,98.0,37.0,95.0,Lettuce
6.18,16.66,44.07,744.0,515.51,98.0,23.0,116.0,Lettuce
6.25,24.41,50.09,351.0,604.38,89.0,35.0,98.0,Lettuce
6.07,12.46,57.45,555.0,509.32,105.0,35.0,109.0,Lettuce
6.1,10.1,55.03,108.0,548.11,102.0,31.0,99.0,Lettuce
6.61,17.74,56.96,1310.0,658.92,98.0,24.0,105.0,Lettuce
6.2,19.31,57.95,122.0,526.66,90.0,27.0,120.0,Lettuce
6.26,13.35,55.95,620.0,599.78,104.0,25.0,103.0,Lettuce
6.18,13.87,48.54,774.0,546.5,87.0,32.0,81.0,Lettuce
6.3,13.9,43.73,875.0,629.44,85.0,24.0,103.0,Lettuce
6.03,22.67,43.03,498.0,528.41,89.0,31.0,83.0,Lettuce
6.1,11.42,46.66,504.0,536.3,92.0,36.0,108.0,Lettuce
6.12,11.65,49.76,744.0,524.32,99.0,20.0,98.0,Lettuce
6.7,19.17,50.63,992.0,584.43,106.0,25.0,101.0,Lettuce
6.81,19.83,58.64,282.0,569.91,87.0,33.0,95.0,Lettuce
6.48,23.58,54.85,777.0,630.92,105.0,35.0,103.0,Lettuce
6.98,12.16,49.32,294.0,571.46,108.0,29.0,113.0,Lettuce
6.25,18.34,50.34,1198.0,651.05,103.0,38.0,108.0,Lettuce
6.38,21.98,46.33,741.0,605.42,80.0,25.0,83.0,Lettuce
6.07,18.39,46.07,561.0,550.62,94.0,40.0,90.0,Lettuce
6.23,10.52,48.52,828.0,538.6,116.0,29.0,106.0,Lettuce
6.68,13.22,56.13,1465.0,651.99,84.0,40.0,118.0,Lettuce
6.74,23.15,56.34,74.0,521.4,100.0,26.0,86.0,Lettuce
6.52,19.42,50.79,440.0,536.08,108.0,39.0,107.0,Lettuce
6.46,19.18,52.83,84.0,560.5,115.0,22.0,91.0,Lettuce
6.31,23.36,43.25,158.0,569.73,96.0,40.0,117.0,Lettuce
6.31,15.96,48.94,1112.0,562.44,110.0,24.0,89.0,Lettuce
6.51,14.46,42.89,638.0,556.56,113.0,36.0,105.0,Lettuce
6.9,15.92,47.51,178.0,505.28,104.0,31.0,97.0,Lettuce
6.99,21.17,42.58,561.0,609.53,82.0,39.0,107.0,Lettuce
6.39,20.93,46.35,1415.0,659.66,92.0,40.0,118.0,Lettuce
6.57,21.23,44.61,194.0,544.1,115.0,39.0,102.0,Lettuce
6.56,19.38,42.18,549.0,560.71,114.0,29.0,90.0,Lettuce
6.89,13.57,41.43,282.0,641.83,115.0,37.0,93.0,Lettuce
6.59,18.46,52.94,1411.0,514.77,111.0,20.0,86.0,Lettuce
6.58,12.6,41.01,682.0,585.53,98.0,23.0,119.0,Lettuce
6.6,13.92,45.88,592.0,673.14,87.0,37.0,117.0,Lettuce
6.71,17.02,54.2,812.0,613.84,104.0,26.0,103.0,Lettuce
6.27,17.11,54.18,1254.0,662.01,99.0,24.0,98.0,Lettuce
6.78,17.75,58.4,690.0,514.29,91.0,34.0,117.0,Lettuce
6.84,12.4,53.89,259.0,581.19,104.0,27.0,93.0,Lettuce
6.71,15.94,50.27,123.0,662.9,114.0,26.0,113.0,Lettuce
6.72,20.05,48.91,1412.0,670.34,89.0,27.0,109.0,Lettuce
6.44,16.29,44.14,1077.0,691.2,105.0,37.0,106.0,Lettuce
6.46,19.18,52.83,84.0,560.5,115.0,22.0,91.0,Lettuce
6.56,14.94,49.55,1118.0,609.41,98.0,37.0,95.0,Lettuce
6.78,21.16,53.36,916.0,526.95,86.0,24.0,120.0,Lettuce
6.69,20.24,44.79,1496.0,545.2,95.0,25.0,115.0,Lettuce
6.64,15.47,59.33,1324.0,624.31,120.0,27.0,86.0,Lettuce
6.38,12.8,56.85,1187.0,682.52,101.0,23.0,116.0,Lettuce
6.71,17.02,54.2,812.0,613.84,104.0,26.0,103.0,Lettuce
6.98,20.31,42.27,66.0,518.36,115.0,35.0,100.0,Lettuce
6.75,18.0,46.2,291.0,507.89,114.0,21.0,98.0,Lettuce
6.34,11.42,54.2,784.0,612.48,96.0,35.0,118.0,Lettuce
6.7,11.01,52.02,198.0,504.5,110.0,37.0,85.0,Lettuce
6.99,23.75,45.66,196.0,564.36,106.0,31.0,80.0,Lettuce
6.76,11.49,52.4,1095.0,560.42,81.0,20.0,116.0,Lettuce
6.24,14.85,41.52,237.0,550.64,118.0,31.0,115.0,Lettuce
6.23,10.52,48.52,828.0,538.6,116.0,29.0,106.0,Lettuce
6.04,15.57,56.56,1371.0,626.44,112.0,32.0,89.0,Lettuce
6.02,20.38,46.17,1408.0,551.06,112.0,26.0,105.0,Lettuce
6.25,13.87,55.69,1225.0,687.51,97.0,38.0,87.0,Lettuce
6.68,10.08,59.05,257.0,521.82,99.0,40.0,91.0,Lettuce
6.12,12.88,40.25,808.0,515.48,84.0,24.0,91.0,Lettuce
6.12,18.36,59.55,98.0,639.83,107.0,20.0,109.0,Lettuce
6.34,14.16,47.18,486.0,574.31,117.0,25.0,118.0,Lettuce
6.11,12.88,40.32,895.0,542.5,93.0,26.0,100.0,Lettuce
6.8,18.32,44.67,1406.0,654.09,120.0,32.0,108.0,Lettuce
6.34,24.09,51.0,1496.0,513.81,116.0,20.0,104.0,Lettuce
6.38,10.19,59.53,908.0,689.36,110.0,34.0,106.0,Lettuce
6.24,19.78,45.02,686.0,530.62,100.0,35.0,99.0,Lettuce
6.84,15.1,43.59,158.0,599.28,107.0,40.0,118.0,Lettuce
6.9,19.47,44.8,384.0,691.57,108.0,36.0,94.0,Lettuce
6.52,18.49,56.13,1078.0,520.67,112.0,26.0,97.0,Lettuce
6.99,23.75,45.66,196.0,564.36,106.0,31.0,80.0,Lettuce
6.96,12.8,42.98,1294.0,605.05,110.0,31.0,120.0,Lettuce
6.98,12.16,49.32,294.0,571.46,108.0,29.0,113.0,Lettuce
6.76,21.06,49.98,442.0,691.19,88.0,39.0,95.0,Lettuce
6.35,23.19,43.34,900.0,550.7,97.0,23.0,118.0,Lettuce
6.33,18.32,59.09,617.0,547.74,104.0,37.0,94.0,Lettuce
6.96,12.8,42.98,1294.0,605.05,110.0,31.0,120.0,Lettuce
6.25,13.87,55.69,1225.0,687.51,97.0,38.0,87.0,Lettuce
6.76,21.06,49.98,442.0,691.19,88.0,39.0,95.0,Lettuce
6.02,10.64,50.22,329.0,626.55,87.0,23.0,88.0,Lettuce
6.38,10.19,59.53,908.0,689.36,110.0,34.0,106.0,Lettuce
6.92,18.47,57.17,726.0,676.2,82.0,32.0,87.0,Lettuce
6.94,19.04,50.24,663.0,587.42,99.0,35.0,116.0,Lettuce
6.47,15.46,41.0,855.0,621.3,112.0,37.0,99.0,Lettuce
6.31,16.39,42.21,629.0,668.27,85.0,38.0,87.0,Lettuce
6.18,16.66,44.07,744.0,515.51,98.0,23.0,116.0,Lettuce
6.31,15.96,48.94,1112.0,562.44,110.0,24.0,89.0,Lettuce
6.61,19.37,51.96,483.0,607.93,105.0,33.0,113.0,Lettuce
6.1,11.42,46.66,504.0,536.3,92.0,36.0,108.0,Lettuce
7.0,16.0,52.9,979.0,568.41,119.0,35.0,109.0,Lettuce
6.71,15.94,50.27,123.0,662.9,114.0,26.0,113.0,Lettuce
6.92,18.47,57.17,726.0,676.2,82.0,32.0,87.0,Lettuce
6.07,12.14,56.35,599.0,667.14,106.0,27.0,98.0,Lettuce
6.93,18.53,51.99,225.0,603.05,118.0,28.0,93.0,Lettuce
6.41,11.59,47.72,1233.0,681.41,116.0,35.0,111.0,Lettuce
6.94,19.04,50.24,663.0,587.42,99.0,35.0,116.0,Lettuce
6.1,12.07,53.73,130.0,572.65,88.0,30.0,80.0,Lettuce
6.1,14.19,41.18,1034.0,646.14,103.0,27.0,89.0,Lettuce
6.41,22.83,53.67,339.0,511.42,113.0,28.0,108.0,Lettuce
6.06,19.16,55.11,1161.0,550.46,115.0,22.0,85.0,Lettuce
6.39,19.29,40.56,360.0,508.07,95.0,31.0,120.0,Lettuce
6.13,13.69,56.54,549.0,533.17,116.0,38.0,96.0,Lettuce
6.64,18.07,40.71,1140.0,626.76,87.0,34.0,117.0,Lettuce
6.98,20.31,42.27,66.0,518.36,115.0,35.0,100.0,Lettuce
6.25,19.72,54.57,589.0,510.84,85.0,32.0,97.0,Lettuce
6.02,20.38,46.17,1408.0,551.06,112.0,26.0,105.0,Lettuce
6.8,16.96,44.39,905.0,620.98,108.0,38.0,90.0,Lettuce
6.34,24.38,41.73,282.0,605.77,80.0,24.0,111.0,Lettuce
6.39,18.24,58.76,138.0,569.13,81.0,38.0,98.0,Lettuce
6.89,13.57,41.43,282.0,641.83,115.0,37.0,93.0,Lettuce
6.1,10.1,55.03,108.0,548.11,102.0,31.0,99.0,Lettuce
6.41,11.59,47.72,1233.0,681.41,116.0,35.0,111.0,Lettuce
6.51,24.2,57.76,516.0,596.88,101.0,23.0,111.0,Lettuce
6.74,21.8,48.23,792.0,667.69,101.0,24.0,87.0,Lettuce
6.6,18.34,46.94,1456.0,533.64,86.0,24.0,92.0,Lettuce
6.29,12.92,48.21,1195.0,586.42,81.0,39.0,109.0,Lettuce
7.0,16.0,52.9,979.0,568.41,119.0,35.0,109.0,Lettuce
6.67,14.28,54.84,403.0,500.56,113.0,29.0,102.0,Lettuce
6.2,18.23,54.47,398.0,622.23,81.0,36.0,83.0,Lettuce
6.44,27.95,71.43,1018.0,1169.82,133.0,23.0,122.0,Limes
6.19,21.5,76.03,320.0,1415.54,123.0,48.0,146.0,Limes
6.52,24.33,60.77,783.0,1300.71,102.0,36.0,108.0,Limes
6.32,22.17,60.37,800.0,1571.89,132.0,61.0,130.0,Limes
6.33,28.93,55.05,776.0,1018.25,129.0,27.0,108.0,Limes
6.74,28.17,58.82,1028.0,1872.18,107.0,72.0,106.0,Limes
6.32,21.51,75.53,1007.0,1639.85,148.0,49.0,135.0,Limes
6.58,24.75,66.54,90.0,1391.46,144.0,61.0,136.0,Limes
6.57,26.64,51.69,681.0,1430.97,91.0,22.0,127.0,Limes
6.32,25.47,72.55,670.0,1345.37,94.0,70.0,105.0,Limes
6.53,23.93,67.76,120.0,1023.01,132.0,27.0,139.0,Limes
6.42,25.0,59.42,603.0,1708.47,96.0,34.0,141.0,Limes
6.93,27.93,68.05,745.0,1171.8,148.0,69.0,143.0,Limes
6.89,23.27,55.58,504.0,1997.98,117.0,24.0,135.0,Limes
6.59,22.86,69.73,239.0,1186.63,137.0,23.0,129.0,Limes
6.71,24.67,59.99,128.0,1630.43,132.0,68.0,131.0,Limes
6.62,24.94,65.82,347.0,1964.29,103.0,21.0,139.0,Limes
6.46,29.39,56.2,842.0,1466.14,139.0,27.0,106.0,Limes
6.64,22.3,66.3,167.0,1811.45,115.0,26.0,147.0,Limes
6.63,29.18,53.85,493.0,1901.37,103.0,67.0,109.0,Limes
6.71,26.54,72.76,891.0,1039.71,114.0,60.0,142.0,Limes
6.83,27.75,77.53,955.0,1186.57,122.0,49.0,127.0,Limes
6.09,26.43,68.4,286.0,1699.12,119.0,71.0,108.0,Limes
6.23,27.72,51.71,350.0,1605.11,123.0,57.0,134.0,Limes
6.87,25.22,58.68,555.0,1635.36,95.0,39.0,143.0,Limes
6.75,20.25,61.94,127.0,1586.57,124.0,65.0,132.0,Limes
6.02,21.41,68.94,941.0,1578.2,121.0,68.0,124.0,Limes
6.47,23.15,57.51,97.0,1530.27,113.0,75.0,101.0,Limes
6.41,28.71,62.46,60.0,1606.41,147.0,24.0,130.0,Limes
6.41,27.13,65.17,806.0,1718.74,145.0,50.0,144.0,Limes
6.0,21.83,67.26,913.0,1832.99,93.0,60.0,110.0,Limes
6.99,28.39,74.34,1037.0,1383.2,109.0,60.0,110.0,Limes
6.85,21.34,61.39,492.0,1730.24,142.0,35.0,109.0,Limes
6.73,29.82,51.48,88.0,1701.05,103.0,56.0,150.0,Limes
6.1,24.57,71.17,1169.0,1996.03,120.0,63.0,116.0,Limes
6.31,23.28,72.78,1109.0,1361.27,105.0,39.0,141.0,Limes
6.01,29.25,71.83,65.0,1216.3,107.0,31.0,149.0,Limes
6.96,25.12,68.91,1033.0,1944.25,136.0,24.0,118.0,Limes
6.64,22.18,79.11,730.0,1451.33,136.0,23.0,132.0,Limes
6.01,23.6,63.84,895.0,1528.62,147.0,56.0,109.0,Limes
6.53,23.87,53.72,167.0,1645.24,95.0,66.0,118.0,Limes
6.28,20.18,51.67,1002.0,1269.89,91.0,30.0,134.0,Limes
6.45,29.77,76.08,842.0,1407.99,94.0,32.0,127.0,Limes
6.24,26.58,67.17,776.0,1584.63,133.0,49.0,113.0,Limes
6.04,29.96,61.98,670.0,1457.44,93.0,31.0,148.0,Limes
6.74,28.81,65.94,742.0,1184.22,141.0,74.0,120.0,Limes
6.92,20.21,54.31,961.0,1244.88,139.0,70.0,141.0,Limes
6.21,25.17,79.72,498.0,1885.5,109.0,44.0,105.0,Limes
6.88,26.58,79.65,927.0,1081.5,148.0,57.0,125.0,Limes
6.19,20.81,55.78,1026.0,1185.72,100.0,71.0,100.0,Limes
6.46,29.46,75.99,484.0,1396.03,104.0,51.0,119.0,Limes
6.29,25.91,75.04,1002.0,1317.14,142.0,28.0,140.0,Limes
6.1,21.4,75.12,979.0,1726.28,115.0,49.0,139.0,Limes
6.2,27.64,69.83,387.0,1092.45,97.0,50.0,100.0,Limes
6.26,20.29,62.93,1046.0,1739.77,141.0,47.0,145.0,Limes
6.54,28.94,53.77,646.0,1034.0,146.0,54.0,127.0,Limes
6.92,20.21,54.31,961.0,1244.88,139.0,70.0,141.0,Limes
6.82,23.32,56.63,108.0,1848.86,118.0,42.0,123.0,Limes
6.21,25.17,79.72,498.0,1885.5,109.0,44.0,105.0,Limes
6.87,22.3,77.71,941.0,1071.99,133.0,33.0,132.0,Limes
6.85,21.34,61.39,492.0,1730.24,142.0,35.0,109.0,Limes
6.59,26.27,67.27,1186.0,1441.38,101.0,49.0,145.0,Limes
6.51,28.32,57.37,337.0,1225.8,99.0,70.0,133.0,Limes
6.9,21.45,58.35,346.0,1539.51,132.0,23.0,127.0,Limes
6.46,21.04,68.43,1192.0,1356.19,107.0,64.0,137.0,Limes
6.1,27.87,57.23,706.0,1309.37,144.0,53.0,126.0,Limes
6.19,21.5,76.03,320.0,1415.54,123.0,48.0,146.0,Limes
6.88,26.58,79.65,927.0,1081.5,148.0,57.0,125.0,Limes
6.21,27.35,52.67,243.0,1930.59,141.0,45.0,106.0,Limes
6.41,28.71,62.46,60.0,1606.41,147.0,24.0,130.0,Limes
6.5,24.21,66.38,386.0,1463.19,96.0,35.0,127.0,Limes
6.77,20.09,62.21,887.0,1458.41,112.0,44.0,113.0,Limes
6.35,26.27,62.57,315.0,1580.62,94.0,46.0,137.0,Limes
6.74,28.17,58.82,1028.0,1872.18,107.0,72.0,106.0,Limes
6.59,20.52,68.75,973.0,1255.59,103.0,21.0,141.0,Limes
6.73,29.82,51.48,88.0,1701.05,103.0,56.0,150.0,Limes
6.82,23.32,56.63,108.0,1848.86,118.0,42.0,123.0,Limes
6.1,28.96,52.67,1164.0,1673.99,120.0,71.0,100.0,Limes
6.23,29.21,54.65,1166.0,1776.4,134.0,72.0,127.0,Limes
6.28,28.29,64.09,219.0,1048.13,90.0,40.0,148.0,Limes
6.66,29.11,67.46,348.0,1362.68,102.0,71.0,132.0,Limes
6.47,22.33,66.97,987.0,1826.2,130.0,20.0,122.0,Limes
