ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.98,29.11,41.35,800.0,398.55,87.0,33.0,44.0,Date Palm
6.23,18.26,34.67,765.0,232.59,63.0,37.0,98.0,Date Palm
6.69,15.82,31.3,972.0,132.38,60.0,39.0,64.0,Date Palm
6.19,27.99,40.32,251.0,309.01,103.0,21.0,66.0,Date Palm
6.86,27.82,65.03,850.0,202.47,57.0,34.0,112.0,Date Palm
7.9,24.87,37.77,798.0,350.04,119.0,38.0,79.0,Date Palm
6.14,17.9,51.24,883.0,475.63,77.0,22.0,76.0,Date Palm
6.26,23.4,50.53,933.0,437.72,52.0,36.0,97.0,Date Palm
7.36,19.83,51.19,112.0,383.06,63.0,30.0,97.0,Date Palm
7.76,27.98,64.0,813.0,382.24,57.0,36.0,107.0,Date Palm
6.17,29.07,55.16,237.0,260.55,56.0,22.0,35.0,Date Palm
6.93,21.22,40.27,122.0,345.07,67.0,21.0,47.0,Date Palm
6.16,23.24,68.25,754.0,479.67,92.0,38.0,40.0,Date Palm
7.71,16.78,32.37,886.0,104.34,106.0,29.0,62.0,Date Palm
7.24,20.91,53.99,790.0,273.44,81.0,39.0,108.0,Date Palm
6.11,19.56,41.05,247.0,496.21,110.0,21.0,85.0,Date Palm
7.0,17.65,33.22,66.0,100.27,111.0,30.0,93.0,Date Palm
6.03,17.66,33.79,371.0,383.71,56.0,29.0,113.0,Date Palm
7.57,27.67,36.55,678.0,237.45,108.0,29.0,92.0,Date Palm
7.68,17.83,53.47,447.0,219.17,43.0,29.0,72.0,Date Palm
7.9,24.87,37.77,798.0,350.04,119.0,38.0,79.0,Date Palm
7.31,24.46,32.9,442.0,135.43,65.0,32.0,58.0,Date Palm
7.98,26.38,41.13,904.0,421.05,99.0,36.0,54.0,Date Palm
7.43,26.91,37.85,593.0,119.65,85.0,26.0,81.0,Date Palm
7.52,26.29,68.11,537.0,134.11,46.0,36.0,99.0,Date Palm
7.9,23.37,65.78,177.0,240.71,115.0,40.0,58.0,Date Palm
6.08,17.37,54.15,176.0,218.66,44.0,26.0,110.0,Date Palm
7.91,19.71,30.77,71.0,127.16,107.0,33.0,97.0,Date Palm
7.51,17.58,60.45,847.0,439.41,42.0,36.0,109.0,Date Palm
7.67,19.28,55.71,419.0,362.4,76.0,40.0,30.0,Date Palm
7.69,17.99,65.96,185.0,416.33,104.0,23.0,43.0,Date Palm
6.86,22.54,60.86,905.0,127.45,119.0,29.0,44.0,Date Palm
7.83,28.59,63.47,926.0,315.1,95.0,38.0,107.0,Date Palm
6.24,27.45,46.17,320.0,369.41,117.0,32.0,92.0,Date Palm
6.56,23.93,51.54,317.0,484.51,47.0,37.0,82.0,Date Palm
6.14,17.9,51.24,883.0,475.63,77.0,22.0,76.0,Date Palm
6.26,23.4,50.53,933.0,437.72,52.0,36.0,97.0,Date Palm
6.25,22.67,54.86,242.0,288.24,118.0,39.0,79.0,Date Palm
7.08,28.68,55.66,415.0,392.31,88.0,36.0,34.0,Date Palm
7.69,17.99,65.96,185.0,416.33,104.0,23.0,43.0,Date Palm
6.19,27.99,40.32,251.0,309.01,103.0,21.0,66.0,Date Palm
6.08,17.37,54.15,176.0,218.66,44.0,26.0,110.0,Date Palm
6.95,28.85,67.63,292.0,351.18,99.0,25.0,37.0,Date Palm
7.81,15.65,67.73,602.0,423.06,100.0,29.0,81.0,Date Palm
6.84,21.45,68.11,197.0,237.23,78.0,29.0,83.0,Date Palm
7.73,21.27,58.17,916.0,402.39,60.0,27.0,42.0,Date Palm
6.13,15.28,57.75,947.0,382.93,101.0,26.0,48.0,Date Palm
6.87,23.46,45.44,629.0,253.91,120.0,31.0,60.0,Date Palm
7.86,23.16,31.74,720.0,465.56,113.0,21.0,87.0,Date Palm
6.3,29.83,61.21,888.0,158.96,118.0,29.0,104.0,Date Palm
6.3,29.83,61.21,888.0,158.96,118.0,29.0,104.0,Date Palm
7.63,21.27,58.21,875.0,247.48,80.0,37.0,36.0,Date Palm
6.86,25.23,47.37,724.0,441.97,82.0,24.0,94.0,Date Palm
7.82,20.15,66.56,73.0,379.1,115.0,35.0,95.0,Date Palm
7.86,26.18,51.21,553.0,349.87,69.0,35.0,112.0,Date Palm
7.27,22.25,61.41,904.0,209.88,66.0,37.0,120.0,Date Palm
7.05,18.47,30.43,773.0,471.45,57.0,30.0,45.0,Date Palm
7.81,15.65,67.73,602.0,423.06,100.0,29.0,81.0,Date Palm
7.5,23.99,62.39,343.0,141.23,98.0,26.0,90.0,Date Palm
7.51,27.48,55.02,883.0,460.63,44.0,39.0,108.0,Date Palm
7.28,23.42,46.74,792.0,125.71,108.0,28.0,39.0,Date Palm
6.46,15.32,52.31,140.0,338.67,92.0,36.0,40.0,Date Palm
6.21,27.8,41.66,446.0,219.53,58.0,20.0,99.0,Date Palm
7.76,27.98,64.0,813.0,382.24,57.0,36.0,107.0,Date Palm
7.73,18.6,46.76,202.0,259.57,81.0,37.0,38.0,Date Palm
7.91,20.83,35.22,325.0,410.69,56.0,23.0,73.0,Date Palm
6.36,22.36,53.67,553.0,464.29,51.0,24.0,43.0,Date Palm
7.76,20.88,41.59,224.0,208.1,91.0,39.0,40.0,Date Palm
7.61,24.7,48.07,678.0,483.75,118.0,30.0,103.0,Date Palm
7.12,28.78,68.58,739.0,305.71,63.0,32.0,72.0,Date Palm
6.48,20.1,51.09,722.0,127.87,118.0,20.0,61.0,Date Palm
6.56,23.93,51.54,317.0,484.51,47.0,37.0,82.0,Date Palm
7.7,15.9,40.21,267.0,146.88,120.0,22.0,37.0,Date Palm
7.51,20.8,51.34,987.0,271.61,61.0,30.0,75.0,Date Palm
6.7,28.05,38.81,129.0,257.64,59.0,33.0,60.0,Date Palm
7.14,15.08,51.87,876.0,396.14,102.0,34.0,93.0,Date Palm
7.66,18.45,64.94,270.0,295.93,91.0,29.0,50.0,Date Palm
6.25,23.43,55.72,375.0,294.85,96.0,36.0,110.0,Date Palm
6.16,19.97,69.27,818.0,194.75,112.0,27.0,98.0,Date Palm
7.29,17.29,56.05,297.0,302.54,47.0,25.0,68.0,Date Palm
7.57,22.75,41.42,358.0,268.42,68.0,33.0,116.0,Date Palm
7.25,24.58,68.91,712.0,449.38,68.0,33.0,98.0,Date Palm
6.99,19.37,53.09,373.0,482.88,111.0,39.0,66.0,Date Palm
6.65,26.34,60.36,836.0,218.03,55.0,38.0,76.0,Date Palm
7.21,26.06,30.08,622.0,111.27,119.0,32.0,66.0,Date Palm
7.86,26.18,51.21,553.0,349.87,69.0,35.0,112.0,Date Palm
7.75,27.25,46.54,192.0,144.38,97.0,20.0,113.0,Date Palm
6.34,25.47,69.72,113.0,249.13,61.0,20.0,89.0,Date Palm
6.86,25.23,47.37,724.0,441.97,82.0,24.0,94.0,Date Palm
6.38,20.6,30.17,989.0,280.53,40.0,39.0,77.0,Date Palm
6.1,20.55,50.76,534.0,105.97,56.0,32.0,57.0,Date Palm
6.24,27.45,46.17,320.0,369.41,117.0,32.0,92.0,Date Palm
6.38,20.6,30.17,989.0,280.53,40.0,39.0,77.0,Date Palm
6.17,28.62,68.35,949.0,253.9,102.0,36.0,60.0,Date Palm
6.95,26.47,50.81,171.0,431.15,99.0,21.0,71.0,Date Palm
6.6,18.46,66.95,363.0,134.44,92.0,31.0,45.0,Date Palm
6.89,27.49,54.77,940.0,274.76,52.0,20.0,74.0,Date Palm
6.25,22.67,54.86,242.0,288.24,118.0,39.0,79.0,Date Palm
6.7,20.97,50.18,375.0,218.25,106.0,40.0,61.0,Date Palm
7.78,21.76,63.3,188.0,400.64,97.0,29.0,108.0,Date Palm
6.23,18.26,34.67,765.0,232.59,63.0,37.0,98.0,Date Palm
7.75,27.25,46.54,192.0,144.38,97.0,20.0,113.0,Date Palm
7.02,19.17,37.15,410.0,407.87,103.0,37.0,41.0,Date Palm
7.85,24.5,49.12,936.0,364.64,105.0,24.0,33.0,Date Palm
7.47,20.57,44.5,883.0,484.82,74.0,30.0,106.0,Date Palm
7.51,27.48,55.02,883.0,460.63,44.0,39.0,108.0,Date Palm
7.54,18.6,68.37,167.0,158.69,73.0,38.0,35.0,Date Palm
7.04,24.54,54.5,715.0,492.44,71.0,38.0,36.0,Date Palm
6.48,22.36,51.63,853.0,105.7,74.0,38.0,88.0,Date Palm
6.91,28.87,63.63,839.0,309.43,53.0,30.0,78.0,Date Palm
7.56,15.25,62.74,363.0,235.33,74.0,23.0,53.0,Date Palm
7.12,28.78,68.58,739.0,305.71,63.0,32.0,72.0,Date Palm
7.07,18.73,44.51,749.0,260.95,93.0,34.0,64.0,Date Palm
6.32,19.19,44.57,229.0,293.04,75.0,32.0,118.0,Date Palm
6.18,25.67,50.79,793.0,291.8,98.0,38.0,87.0,Date Palm
7.25,17.81,57.22,926.0,304.92,62.0,37.0,59.0,Date Palm
7.5,23.99,62.39,343.0,141.23,98.0,26.0,90.0,Date Palm
7.77,26.71,47.44,503.0,208.66,70.0,21.0,76.0,Date Palm
7.51,20.8,51.34,987.0,271.61,61.0,30.0,75.0,Date Palm
6.34,26.6,63.41,749.0,488.14,74.0,21.0,68.0,Date Palm
7.73,18.6,46.76,202.0,259.57,81.0,37.0,38.0,Date Palm
7.97,26.62,41.27,690.0,123.79,81.0,29.0,62.0,Date Palm
6.87,24.28,35.12,233.0,152.81,101.0,37.0,71.0,Date Palm
7.19,26.45,62.27,362.0,354.78,70.0,31.0,82.0,Date Palm
6.11,28.41,39.91,676.0,319.18,103.0,40.0,66.0,Date Palm
6.03,17.66,33.79,371.0,383.71,56.0,29.0,113.0,Date Palm
7.52,26.29,68.11,537.0,134.11,46.0,36.0,99.0,Date Palm
6.38,18.6,57.37,143.0,495.8,62.0,23.0,58.0,Date Palm
6.94,27.2,42.22,672.0,116.0,59.0,40.0,95.0,Date Palm
6.66,17.33,43.29,678.0,498.55,50.0,23.0,38.0,Date Palm
6.86,27.82,65.03,850.0,202.47,57.0,34.0,112.0,Date Palm
6.55,24.13,59.02,577.0,160.1,82.0,21.0,58.0,Date Palm
7.03,28.05,65.3,374.0,424.8,84.0,32.0,118.0,Date Palm
6.99,16.27,42.28,306.0,463.54,80.0,32.0,119.0,Date Palm
6.11,19.56,41.05,247.0,496.21,110.0,21.0,85.0,Date Palm
6.08,25.73,62.16,834.0,187.36,99.0,40.0,65.0,Date Palm
7.61,16.45,69.56,620.0,412.87,83.0,29.0,88.0,Date Palm
6.05,22.45,37.09,372.0,151.82,104.0,31.0,55.0,Date Palm
6.05,22.45,37.09,372.0,151.82,104.0,31.0,55.0,Date Palm
6.32,17.3,48.86,910.0,247.89,52.0,26.0,38.0,Date Palm
6.32,19.19,44.57,229.0,293.04,75.0,32.0,118.0,Date Palm
7.47,20.57,44.5,883.0,484.82,74.0,30.0,106.0,Date Palm
6.6,21.55,51.09,101.0,268.19,51.0,29.0,67.0,Date Palm
7.87,25.27,32.04,387.0,248.1,63.0,31.0,108.0,Date Palm
7.53,18.53,39.06,239.0,355.09,69.0,35.0,38.0,Date Palm
7.35,29.83,55.04,675.0,210.48,40.0,33.0,66.0,Date Palm
7.58,29.96,61.81,592.0,380.45,99.0,27.0,107.0,Date Palm
7.39,19.88,69.02,304.0,487.98,105.0,33.0,49.0,Date Palm
7.68,17.37,37.05,560.0,336.9,100.0,40.0,76.0,Date Palm
7.29,17.29,56.05,297.0,302.54,47.0,25.0,68.0,Date Palm
6.1,20.55,50.76,534.0,105.97,56.0,32.0,57.0,Date Palm
7.06,20.41,59.71,347.0,298.43,64.0,36.0,53.0,Date Palm
6.6,21.55,51.09,101.0,268.19,51.0,29.0,67.0,Date Palm
7.51,17.58,60.45,847.0,439.41,42.0,36.0,109.0,Date Palm
7.5,20.46,45.39,865.0,129.3,115.0,36.0,84.0,Date Palm
6.44,22.45,55.85,584.0,148.97,84.0,24.0,39.0,Date Palm
6.98,29.11,41.35,800.0,398.55,87.0,33.0,44.0,Date Palm
6.02,25.99,61.99,753.0,436.58,107.0,29.0,114.0,Date Palm
6.7,28.05,38.81,129.0,257.64,59.0,33.0,60.0,Date Palm
6.07,27.97,30.82,486.0,196.37,42.0,36.0,32.0,Date Palm
6.01,15.61,55.83,846.0,386.08,71.0,35.0,65.0,Date Palm
7.48,19.41,31.03,804.0,354.48,100.0,35.0,98.0,Date Palm
7.66,18.45,64.94,270.0,295.93,91.0,29.0,50.0,Date Palm
6.99,16.27,42.28,306.0,463.54,80.0,32.0,119.0,Date Palm
7.82,17.73,48.25,795.0,334.5,47.0,34.0,89.0,Date Palm
6.73,28.01,43.94,703.0,489.45,62.0,40.0,81.0,Date Palm
7.28,23.42,46.74,792.0,125.71,108.0,28.0,39.0,Date Palm
6.13,20.74,48.79,716.0,228.85,59.0,27.0,72.0,Date Palm
6.91,26.52,33.23,552.0,171.88,67.0,28.0,82.0,Date Palm
7.53,16.27,64.35,718.0,365.47,106.0,27.0,108.0,Date Palm
7.28,25.95,35.73,165.0,399.79,42.0,29.0,49.0,Date Palm
7.01,24.05,61.08,511.0,458.18,54.0,23.0,96.0,Date Palm
6.64,28.82,37.18,586.0,399.79,98.0,31.0,47.0,Date Palm
6.24,29.21,52.73,692.0,363.7,83.0,33.0,44.0,Date Palm
7.19,26.45,62.27,362.0,354.78,70.0,31.0,82.0,Date Palm
7.91,19.71,30.77,71.0,127.16,107.0,33.0,97.0,Date Palm
6.47,20.16,57.98,550.0,397.93,83.0,29.0,69.0,Date Palm
7.78,21.76,63.3,188.0,400.64,97.0,29.0,108.0,Date Palm
7.61,16.45,69.56,620.0,412.87,83.0,29.0,88.0,Date Palm
6.48,22.36,51.63,853.0,105.7,74.0,38.0,88.0,Date Palm
7.08,15.54,48.26,660.0,168.23,110.0,25.0,43.0,Date Palm
6.63,20.72,68.23,906.0,233.77,113.0,21.0,82.0,Date Palm
6.37,19.26,55.22,693.0,160.65,78.0,21.0,112.0,Date Palm
6.18,25.67,50.79,793.0,291.8,98.0,38.0,87.0,Date Palm
7.99,15.33,30.08,541.0,321.06,109.0,30.0,77.0,Date Palm
6.65,22.69,35.43,975.0,432.9,56.0,30.0,48.0,Date Palm
7.36,19.83,51.19,112.0,383.06,63.0,30.0,97.0,Date Palm
6.37,19.26,55.22,693.0,160.65,78.0,21.0,112.0,Date Palm
7.56,15.25,62.74,363.0,235.33,74.0,23.0,53.0,Date Palm
7.55,17.56,46.96,182.0,487.7,120.0,23.0,68.0,Date Palm
6.86,24.51,61.56,135.0,141.86,65.0,23.0,60.0,Date Palm
6.04,20.97,53.82,259.0,372.16,72.0,24.0,49.0,Date Palm
7.0,17.65,33.22,66.0,100.27,111.0,30.0,93.0,Date Palm
6.06,15.79,68.08,622.0,360.93,102.0,39.0,95.0,Date Palm
6.87,29.97,63.05,345.0,376.58,47.0,30.0,57.0,Date Palm
6.25,23.43,55.72,375.0,294.85,96.0,36.0,110.0,Date Palm
7.24,20.91,53.99,790.0,273.44,81.0,39.0,108.0,Date Palm
7.72,25.31,44.55,768.0,205.07,67.0,23.0,70.0,Date Palm
6.47,16.97,50.38,342.0,298.61,85.0,27.0,112.0,Date Palm
7.52,21.92,56.15,827.0,414.16,103.0,27.0,113.0,Date Palm
7.05,25.46,46.15,443.0,184.57,82.0,34.0,112.0,Date Palm
6.06,15.79,68.08,622.0,360.93,102.0,39.0,95.0,Date Palm
7.86,23.16,31.74,720.0,465.56,113.0,21.0,87.0,Date Palm
6.82,26.46,55.53,845.0,361.25,109.0,31.0,107.0,Date Palm
6.38,22.13,43.26,934.0,462.3,60.0,28.0,92.0,Date Palm
6.94,27.92,57.95,704.0,147.84,92.0,38.0,30.0,Date Palm
7.5,20.46,45.39,865.0,129.3,115.0,36.0,84.0,Date Palm
6.07,27.97,30.82,486.0,196.37,42.0,36.0,32.0,Date Palm
6.84,21.45,68.11,197.0,237.23,78.0,29.0,83.0,Date Palm
6.16,23.24,68.25,754.0,479.67,92.0,38.0,40.0,Date Palm
6.76,15.7,48.18,703.0,108.67,86.0,40.0,85.0,Date Palm
6.71,28.05,45.03,689.0,106.69,62.0,37.0,101.0,Date Palm
6.13,20.74,48.79,716.0,228.85,59.0,27.0,72.0,Date Palm
7.98,26.38,41.13,904.0,421.05,99.0,36.0,54.0,Date Palm
7.43,26.91,37.85,593.0,119.65,85.0,26.0,81.0,Date Palm
6.55,21.23,54.15,615.0,239.78,95.0,20.0,64.0,Date Palm
7.05,25.46,46.15,443.0,184.57,82.0,34.0,112.0,Date Palm
7.28,25.99,37.05,493.0,422.37,118.0,22.0,39.0,Date Palm
6.04,20.97,53.82,259.0,372.16,72.0,24.0,49.0,Date Palm
6.15,16.44,55.19,710.0,286.24,94.0,28.0,115.0,Date Palm
6.95,28.85,67.63,292.0,351.18,99.0,25.0,37.0,Date Palm
6.63,20.72,68.23,906.0,233.77,113.0,21.0,82.0,Date Palm
6.17,28.62,68.35,949.0,253.9,102.0,36.0,60.0,Date Palm
6.96,18.97,63.95,506.0,203.22,71.0,25.0,90.0,Date Palm
6.44,22.45,55.85,584.0,148.97,84.0,24.0,39.0,Date Palm
7.85,24.5,49.12,936.0,364.64,105.0,24.0,33.0,Date Palm
6.74,27.09,58.57,239.0,189.09,99.0,20.0,89.0,Date Palm
6.5,16.27,31.38,825.0,270.91,118.0,25.0,94.0,Date Palm
6.55,18.17,61.68,423.0,363.13,71.0,22.0,106.0,Date Palm
7.91,17.17,61.95,432.0,310.82,98.0,24.0,76.0,Date Palm
6.7,20.97,50.18,375.0,218.25,106.0,40.0,61.0,Date Palm
7.73,21.27,58.17,916.0,402.39,60.0,27.0,42.0,Date Palm
7.11,22.63,31.59,821.0,499.03,60.0,39.0,83.0,Date Palm
6.32,29.15,46.61,593.0,328.61,62.0,22.0,37.0,Date Palm
6.21,27.09,64.16,813.0,483.54,44.0,25.0,93.0,Date Palm
7.82,17.73,48.25,795.0,334.5,47.0,34.0,89.0,Date Palm
6.6,21.69,38.27,997.0,260.19,104.0,27.0,112.0,Date Palm
7.31,24.46,32.9,442.0,135.43,65.0,32.0,58.0,Date Palm
6.02,25.99,61.99,753.0,436.58,107.0,29.0,114.0,Date Palm
6.8,28.94,59.82,903.0,435.75,46.0,21.0,69.0,Date Palm
6.97,29.35,30.74,619.0,296.15,42.0,25.0,73.0,Date Palm
6.21,27.09,64.16,813.0,483.54,44.0,25.0,93.0,Date Palm
6.79,18.83,37.24,302.0,410.49,62.0,33.0,68.0,Date Palm
6.34,26.6,63.41,749.0,488.14,74.0,21.0,68.0,Date Palm
6.87,24.28,35.12,233.0,152.81,101.0,37.0,71.0,Date Palm
6.34,25.47,69.72,113.0,249.13,61.0,20.0,89.0,Date Palm
6.94,27.2,42.22,672.0,116.0,59.0,40.0,95.0,Date Palm
7.57,27.67,36.55,678.0,237.45,108.0,29.0,92.0,Date Palm
7.27,22.25,61.41,904.0,209.88,66.0,37.0,120.0,Date Palm
6.62,24.75,56.83,212.0,370.87,59.0,38.0,88.0,Date Palm
6.5,16.27,31.38,825.0,270.91,118.0,25.0,94.0,Date Palm
7.1,21.53,42.62,956.0,296.55,97.0,28.0,108.0,Date Palm
6.21,27.8,41.66,446.0,219.53,58.0,20.0,99.0,Date Palm
7.39,19.88,69.02,304.0,487.98,105.0,33.0,49.0,Date Palm
6.47,16.97,50.38,342.0,298.61,85.0,27.0,112.0,Date Palm
7.61,24.7,48.07,678.0,483.75,118.0,30.0,103.0,Date Palm
6.55,24.13,59.02,577.0,160.1,82.0,21.0,58.0,Date Palm
7.99,15.33,30.08,541.0,321.06,109.0,30.0,77.0,Date Palm
6.66,17.33,43.29,678.0,498.55,50.0,23.0,38.0,Date Palm
6.3,22.95,59.34,861.0,496.44,59.0,39.0,56.0,Date Palm
6.63,21.84,36.34,278.0,266.39,42.0,32.0,38.0,Date Palm
6.16,19.97,69.27,818.0,194.75,112.0,27.0,98.0,Date Palm
7.82,20.15,66.56,73.0,379.1,115.0,35.0,95.0,Date Palm
6.11,28.41,39.91,676.0,319.18,103.0,40.0,66.0,Date Palm
6.47,20.16,57.98,550.0,397.93,83.0,29.0,69.0,Date Palm
6.15,16.44,55.19,710.0,286.24,94.0,28.0,115.0,Date Palm
7.58,29.96,61.81,592.0,380.45,99.0,27.0,107.0,Date Palm
6.46,15.32,52.31,140.0,338.67,92.0,36.0,40.0,Date Palm
6.94,27.92,57.95,704.0,147.84,92.0,38.0,30.0,Date Palm
6.26,20.86,67.16,921.0,378.59,96.0,31.0,73.0,Date Palm
6.65,20.22,30.82,199.0,189.88,100.0,38.0,40.0,Date Palm
7.28,25.99,37.05,493.0,422.37,118.0,22.0,39.0,Date Palm
6.65,21.14,33.5,809.0,132.3,98.0,35.0,50.0,Date Palm
6.89,27.49,54.77,940.0,274.76,52.0,20.0,74.0,Date Palm
6.79,18.83,37.24,302.0,410.49,62.0,33.0,68.0,Date Palm
7.13,25.6,42.25,929.0,376.55,48.0,27.0,76.0,Date Palm
7.01,24.05,61.08,511.0,458.18,54.0,23.0,96.0,Date Palm
7.72,25.31,44.55,768.0,205.07,67.0,23.0,70.0,Date Palm
7.57,22.75,41.42,358.0,268.42,68.0,33.0,116.0,Date Palm
6.82,26.46,55.53,845.0,361.25,109.0,31.0,107.0,Date Palm
7.13,25.6,42.25,929.0,376.55,48.0,27.0,76.0,Date Palm
7.06,15.89,41.14,694.0,467.16,85.0,20.0,86.0,Date Palm
6.6,27.98,66.17,235.0,238.36,50.0,23.0,66.0,Date Palm
6.3,22.95,59.34,861.0,496.44,59.0,39.0,56.0,Date Palm
6.84,24.63,34.89,267.0,163.75,108.0,27.0,102.0,Date Palm
7.7,15.9,40.21,267.0,146.88,120.0,22.0,37.0,Date Palm
7.63,21.27,58.21,875.0,247.48,80.0,37.0,36.0,Date Palm
7.55,17.56,46.96,182.0,487.7,120.0,23.0,68.0,Date Palm
6.17,29.07,55.16,237.0,260.55,56.0,22.0,35.0,Date Palm
6.26,25.77,63.73,111.0,488.98,116.0,38.0,71.0,Date Palm
7.04,16.61,36.35,204.0,190.25,108.0,25.0,105.0,Date Palm
6.76,15.7,48.18,703.0,108.67,86.0,40.0,85.0,Date Palm
6.08,25.73,62.16,834.0,187.36,99.0,40.0,65.0,Date Palm
6.5,22.97,42.89,951.0,176.32,90.0,40.0,115.0,Date Palm
6.97,29.35,30.74,619.0,296.15,42.0,25.0,73.0,Date Palm
6.5,22.97,42.89,951.0,176.32,90.0,40.0,115.0,Date Palm
7.97,26.62,41.27,690.0,123.79,81.0,29.0,62.0,Date Palm
6.99,19.37,53.09,373.0,482.88,111.0,39.0,66.0,Date Palm
6.93,21.22,40.27,122.0,345.07,67.0,21.0,47.0,Date Palm
6.65,21.9,63.57,379.0,284.89,78.0,26.0,37.0,Date Palm
7.9,23.37,65.78,177.0,240.71,115.0,40.0,58.0,Date Palm
6.8,28.94,59.82,903.0,435.75,46.0,21.0,69.0,Date Palm
6.91,28.87,63.63,839.0,309.43,53.0,30.0,78.0,Date Palm
7.23,25.15,64.37,267.0,215.82,104.0,33.0,72.0,Date Palm
7.14,15.08,51.87,876.0,396.14,102.0,34.0,93.0,Date Palm
7.87,25.27,32.04,387.0,248.1,63.0,31.0,108.0,Date Palm
7.3,21.42,41.44,168.0,373.58,80.0,20.0,87.0,Date Palm
7.06,27.12,54.55,896.0,377.19,44.0,34.0,114.0,Date Palm
6.65,26.34,60.36,836.0,218.03,55.0,38.0,76.0,Date Palm
6.55,21.23,54.15,615.0,239.78,95.0,20.0,64.0,Date Palm
6.67,29.27,61.29,154.0,277.28,91.0,37.0,111.0,Date Palm
7.67,19.28,55.71,419.0,362.4,76.0,40.0,30.0,Date Palm
6.95,26.47,50.81,171.0,431.15,99.0,21.0,71.0,Date Palm
7.37,22.94,54.6,134.0,185.46,45.0,31.0,65.0,Date Palm
6.87,23.46,45.44,629.0,253.91,120.0,31.0,60.0,Date Palm
7.21,26.06,30.08,622.0,111.27,119.0,32.0,66.0,Date Palm
6.94,16.05,53.98,240.0,361.79,43.0,31.0,35.0,Date Palm
6.63,21.84,36.34,278.0,266.39,42.0,32.0,38.0,Date Palm
6.96,18.97,63.95,506.0,203.22,71.0,25.0,90.0,Date Palm
6.32,29.15,46.61,593.0,328.61,62.0,22.0,37.0,Date Palm
6.65,22.69,35.43,975.0,432.9,56.0,30.0,48.0,Date Palm
6.56,19.63,45.73,398.0,142.24,119.0,40.0,78.0,Date Palm
7.2,19.04,36.39,890.0,353.85,43.0,38.0,84.0,Date Palm
7.28,25.95,35.73,165.0,399.79,42.0,29.0,49.0,Date Palm
7.53,16.27,64.35,718.0,365.47,106.0,27.0,108.0,Date Palm
6.33,25.78,38.01,411.0,152.36,67.0,38.0,101.0,Date Palm
6.65,21.14,33.5,809.0,132.3,98.0,35.0,50.0,Date Palm
7.06,15.89,41.14,694.0,467.16,85.0,20.0,86.0,Date Palm
6.38,18.6,57.37,143.0,495.8,62.0,23.0,58.0,Date Palm
7.05,18.47,30.43,773.0,471.45,57.0,30.0,45.0,Date Palm
6.48,20.1,51.09,722.0,127.87,118.0,20.0,61.0,Date Palm
6.65,20.22,30.82,199.0,189.88,100.0,38.0,40.0,Date Palm
7.35,27.76,75.98,169.0,1100.27,159.0,33.0,135.0,Dragon Fruit
7.28,28.52,79.16,521.0,890.09,170.0,30.0,110.0,Dragon Fruit
7.21,29.89,58.42,518.0,710.11,152.0,21.0,103.0,Dragon Fruit
5.56,22.18,44.06,1331.0,226.44,139.0,40.0,181.0,Dragon Fruit
5.82,26.07,48.88,551.0,1233.04,193.0,39.0,139.0,Dragon Fruit
5.89,26.03,65.62,621.0,751.81,82.0,37.0,160.0,Dragon Fruit
7.05,23.02,44.74,1275.0,177.2,96.0,37.0,170.0,Dragon Fruit
6.51,20.86,61.08,333.0,1079.85,141.0,32.0,127.0,Dragon Fruit
5.85,29.64,49.48,856.0,1045.49,198.0,28.0,147.0,Dragon Fruit
7.04,25.92,45.39,1274.0,65.29,127.0,29.0,108.0,Dragon Fruit
7.48,20.01,57.26,966.0,348.12,178.0,40.0,153.0,Dragon Fruit
6.57,25.2,55.18,234.0,756.97,160.0,31.0,99.0,Dragon Fruit
6.25,20.08,64.55,855.0,653.99,106.0,27.0,87.0,Dragon Fruit
7.05,23.57,68.64,869.0,566.41,195.0,23.0,164.0,Dragon Fruit
6.25,20.36,41.54,1246.0,1176.15,181.0,37.0,95.0,Dragon Fruit
6.49,22.73,43.48,976.0,134.26,165.0,25.0,92.0,Dragon Fruit
7.33,25.5,70.3,732.0,545.64,190.0,36.0,102.0,Dragon Fruit
6.11,25.09,64.05,1274.0,1229.4,132.0,27.0,120.0,Dragon Fruit
6.05,26.46,53.5,351.0,1013.93,136.0,40.0,101.0,Dragon Fruit
5.94,27.05,76.19,881.0,793.32,83.0,31.0,190.0,Dragon Fruit
5.98,25.56,50.19,700.0,824.47,145.0,39.0,81.0,Dragon Fruit
6.0,26.55,67.63,633.0,862.25,154.0,33.0,167.0,Dragon Fruit
5.76,25.86,76.36,784.0,584.38,171.0,24.0,105.0,Dragon Fruit
6.19,21.41,49.29,861.0,1087.91,173.0,34.0,91.0,Dragon Fruit
5.91,27.42,49.56,720.0,868.83,160.0,22.0,120.0,Dragon Fruit
6.77,27.88,73.46,1346.0,501.99,152.0,30.0,137.0,Dragon Fruit
6.91,25.59,49.66,533.0,778.11,142.0,31.0,112.0,Dragon Fruit
6.66,29.22,46.24,243.0,383.96,167.0,34.0,128.0,Dragon Fruit
6.42,22.47,42.21,1257.0,862.5,130.0,30.0,150.0,Dragon Fruit
6.12,21.21,70.27,422.0,1253.8,98.0,31.0,161.0,Dragon Fruit
6.8,29.15,67.23,426.0,495.19,149.0,32.0,160.0,Dragon Fruit
6.05,24.57,48.19,501.0,987.91,154.0,20.0,126.0,Dragon Fruit
